timestamp,ram_used_mb,ram_available_mb,browser_ram_mb,cpu_percent
2026-03-10T00:31:00,5173.7,11210.3,713.0,18.0
2026-03-10T00:31:10,5249.9,11134.1,758.9,58.5
2026-03-10T00:31:20,4896.6,11487.4,619.5,34.6
2026-03-10T00:31:30,5012.0,11372.0,647.0,10.4
2026-03-10T00:31:40,6031.5,10352.5,821.2,70.3
2026-03-10T00:31:50,5510.9,10873.1,702.1,17.7
2026-03-10T00:32:00,5950.5,10433.5,865.8,16.5
2026-03-10T00:32:10,6416.6,9967.4,973.8,25.5
2026-03-10T00:32:20,5141.9,11242.1,651.6,29.5
2026-03-10T00:32:30,4910.4,11473.6,602.3,44.5
2026-03-10T00:32:40,6002.7,10381.3,785.8,14.7
2026-03-10T00:32:50,4737.0,11647.0,622.5,45.2
2026-03-10T00:33:00,6265.5,10118.5,815.2,15.3
2026-03-10T00:33:10,4249.8,12134.2,669.5,9.2
2026-03-10T00:33:20,4991.9,11392.1,630.7,52.0
2026-03-10T00:33:30,6218.5,10165.5,987.9,15.7
2026-03-10T00:33:40,5617.9,10766.1,735.9,34.7
2026-03-10T00:33:50,5894.1,10489.9,758.1,35.5
2026-03-10T00:34:00,5874.9,10509.1,753.4,12.2
2026-03-10T00:34:10,5922.6,10461.4,758.8,77.3
2026-03-10T00:34:20,5006.2,11377.8,710.2,9.3
2026-03-10T00:34:30,5417.5,10966.5,672.8,58.4
2026-03-10T00:34:40,5941.7,10442.3,685.2,27.0
2026-03-10T00:34:50,5276.9,11107.1,717.7,24.6
2026-03-10T00:35:00,4530.3,11853.7,458.4,30.4
2026-03-10T00:35:10,4336.3,12047.7,596.4,33.2
2026-03-10T00:35:20,6778.8,9605.2,857.5,16.3
2026-03-10T00:35:30,6179.3,10204.7,803.7,58.7
2026-03-10T00:35:40,6195.1,10188.9,765.3,6.3
2026-03-10T00:35:50,4359.9,12024.1,604.4,6.9
2026-03-10T00:36:00,5953.7,10430.3,807.9,43.2
2026-03-10T00:36:10,5184.7,11199.3,661.3,39.2
2026-03-10T00:36:20,5663.7,10720.3,825.0,41.0
2026-03-10T00:36:30,4731.9,11652.1,532.4,26.8
2026-03-10T00:36:40,5798.9,10585.1,658.7,9.5
2026-03-10T00:36:50,5852.5,10531.5,629.9,9.2
2026-03-10T00:37:00,4306.2,12077.8,622.8,37.2
2026-03-10T00:37:10,4933.7,11450.3,527.7,11.5
2026-03-10T00:37:20,5881.0,10503.0,740.9,75.2
2026-03-10T00:37:30,5488.1,10895.9,602.3,15.9
2026-03-10T00:37:40,4520.0,11864.0,538.5,53.7
2026-03-10T00:37:50,6229.8,10154.2,833.5,25.6
2026-03-10T00:38:00,4322.5,12061.5,478.5,7.8
2026-03-10T00:38:10,5217.4,11166.6,778.2,41.9
2026-03-10T00:38:20,5081.0,11303.0,714.9,40.7
2026-03-10T00:38:30,5950.8,10433.2,885.8,8.2
2026-03-10T00:38:40,6274.9,10109.1,926.5,35.2
2026-03-10T00:38:50,4739.4,11644.6,541.8,35.3
2026-03-10T00:39:00,6387.4,9996.6,769.2,31.0
2026-03-10T00:39:10,5184.3,11199.7,630.7,9.4
2026-03-10T00:39:20,4879.2,11504.8,677.1,15.7
2026-03-10T00:39:30,6376.9,10007.1,794.3,10.4
2026-03-10T00:39:40,5277.3,11106.7,860.1,26.2
2026-03-10T00:39:50,5594.3,10789.7,739.7,43.6
2026-03-10T00:40:00,4849.3,11534.7,595.0,40.6
2026-03-10T00:40:10,5393.4,10990.6,665.7,65.1
2026-03-10T00:40:20,6025.5,10358.5,812.4,35.9
2026-03-10T00:40:30,4650.3,11733.7,760.4,56.2
2026-03-10T00:40:40,6628.7,9755.3,865.4,74.2
2026-03-10T00:40:50,6042.9,10341.1,852.4,22.7
2026-03-10T00:41:00,5697.5,10686.5,817.5,52.4
2026-03-10T00:41:10,4611.0,11773.0,508.7,32.4
2026-03-10T00:41:20,5693.5,10690.5,940.0,11.1
2026-03-10T00:41:30,4553.1,11830.9,700.8,7.8
2026-03-10T00:41:40,5325.9,11058.1,823.7,21.1
2026-03-10T00:41:50,4755.0,11629.0,775.4,46.3
2026-03-10T00:42:00,5931.8,10452.2,853.3,10.5
2026-03-10T00:42:10,4711.3,11672.7,520.7,13.0
2026-03-10T00:42:20,4494.7,11889.3,629.9,34.6
2026-03-10T00:42:30,6537.7,9846.3,935.0,27.0
2026-03-10T00:42:40,4571.3,11812.7,700.2,50.1
2026-03-10T00:42:50,6056.6,10327.4,821.1,29.0
2026-03-10T00:43:00,4420.0,11964.0,664.2,32.0
2026-03-10T00:43:10,5805.7,10578.3,1020.8,7.1
2026-03-10T00:43:20,5011.9,11372.1,728.7,20.5
2026-03-10T00:43:30,5327.1,11056.9,666.4,5.2
2026-03-10T00:43:40,6245.5,10138.5,821.1,68.9
2026-03-10T00:43:50,4995.1,11388.9,595.1,41.3
2026-03-10T00:44:00,4829.2,11554.8,627.3,7.9
2026-03-10T00:44:10,6316.8,10067.2,863.4,77.3
2026-03-10T00:44:20,6176.0,10208.0,846.0,40.8
2026-03-10T00:44:30,4437.1,11946.9,547.2,26.6
2026-03-10T00:44:40,4245.7,12138.3,524.4,15.0
2026-03-10T00:44:50,4610.5,11773.5,782.8,5.9
2026-03-10T00:45:00,5688.2,10695.8,825.0,34.0
2026-03-10T00:45:10,5596.8,10787.2,760.5,14.1
2026-03-10T00:45:20,4770.2,11613.8,559.0,40.8
2026-03-10T00:45:30,6209.1,10174.9,585.0,65.0
2026-03-10T00:45:40,4951.2,11432.8,649.5,62.0
2026-03-10T00:45:50,5357.6,11026.4,753.3,26.1
2026-03-10T00:46:00,4863.4,11520.6,545.5,7.4
2026-03-10T00:46:10,6411.9,9972.1,852.2,87.7
2026-03-10T00:46:20,6655.8,9728.2,940.5,27.2
2026-03-10T00:46:30,6188.5,10195.5,807.7,81.8
2026-03-10T00:46:40,4828.4,11555.6,512.7,24.9
2026-03-10T00:46:50,6249.2,10134.8,787.4,51.2
2026-03-10T00:47:00,6063.3,10320.7,650.3,7.3
2026-03-10T00:47:10,6003.2,10380.8,750.8,46.3
2026-03-10T00:47:20,4857.8,11526.2,607.8,32.5
2026-03-10T00:47:30,4898.3,11485.7,661.0,18.5
2026-03-10T00:47:40,4721.5,11662.5,629.5,58.2
2026-03-10T00:47:50,4791.9,11592.1,717.4,57.7
2026-03-10T00:48:00,6216.9,10167.1,845.2,50.8
2026-03-10T00:48:10,6430.9,9953.1,700.4,74.2
2026-03-10T00:48:20,6338.1,10045.9,1003.5,37.6
2026-03-10T00:48:30,4425.2,11958.8,633.4,12.4
2026-03-10T00:48:40,6543.0,9841.0,667.1,58.0
2026-03-10T00:48:50,4768.9,11615.1,591.7,57.5
2026-03-10T00:49:00,6111.1,10272.9,917.0,18.4
2026-03-10T00:49:10,4916.7,11467.3,619.5,49.1
2026-03-10T00:49:20,6571.6,9812.4,838.3,85.9
2026-03-10T00:49:30,6649.5,9734.5,890.8,80.5
2026-03-10T00:49:40,6545.6,9838.4,971.2,81.8
2026-03-10T00:49:50,4535.4,11848.6,546.0,59.5
2026-03-10T00:50:00,4635.3,11748.7,591.0,44.6
2026-03-10T00:50:10,5816.2,10567.8,707.6,23.8
2026-03-10T00:50:20,4869.0,11515.0,665.3,10.5
2026-03-10T00:50:30,4080.6,12303.4,645.8,54.4
2026-03-10T00:50:40,6225.5,10158.5,846.4,48.4
2026-03-10T00:50:50,4245.3,12138.7,613.0,39.9
2026-03-10T00:51:00,5869.6,10514.4,806.6,66.7
2026-03-10T00:51:10,4804.8,11579.2,833.2,8.6
2026-03-10T00:51:20,4493.2,11890.8,706.0,35.4
2026-03-10T00:51:30,6467.4,9916.6,906.7,54.0
2026-03-10T00:51:40,5593.0,10791.0,751.5,15.5
2026-03-10T00:51:50,6360.9,10023.1,875.6,21.6
2026-03-10T00:52:00,4603.8,11780.2,499.8,46.4
2026-03-10T00:52:10,4822.1,11561.9,702.7,7.0
2026-03-10T00:52:20,5603.1,10780.9,703.9,29.8
2026-03-10T00:52:30,5185.6,11198.4,810.1,43.6
2026-03-10T00:52:40,4739.6,11644.4,631.8,21.0
2026-03-10T00:52:50,4444.4,11939.6,529.1,25.5
2026-03-10T00:53:00,5350.6,11033.4,686.9,41.0
2026-03-10T00:53:10,4715.9,11668.1,568.5,29.7
2026-03-10T00:53:20,4762.0,11622.0,656.7,20.2
2026-03-10T00:53:30,4350.0,12034.0,461.0,8.3
2026-03-10T00:53:40,4768.3,11615.7,615.3,41.2
2026-03-10T00:53:50,5628.4,10755.6,612.8,33.5
2026-03-10T00:54:00,5561.3,10822.7,664.0,65.0
2026-03-10T00:54:10,5532.9,10851.1,794.6,52.2
2026-03-10T00:54:20,5550.6,10833.4,636.6,50.3
2026-03-10T00:54:30,5811.1,10572.9,850.8,17.0
2026-03-10T00:54:40,6741.5,9642.5,849.7,15.8
2026-03-10T00:54:50,5322.7,11061.3,689.2,69.4
2026-03-10T00:55:00,5744.3,10639.7,707.4,69.7
2026-03-10T00:55:10,6484.5,9899.5,884.9,37.1
2026-03-10T00:55:20,4964.6,11419.4,751.7,58.6
2026-03-10T00:55:30,6000.7,10383.3,743.8,37.0
2026-03-10T00:55:40,5274.1,11109.9,778.1,53.6
2026-03-10T00:55:50,6569.7,9814.3,813.9,13.5
2026-03-10T00:56:00,4797.1,11586.9,635.2,29.2
2026-03-10T00:56:10,4982.8,11401.2,692.5,6.7
2026-03-10T00:56:20,4945.7,11438.3,734.2,46.2
2026-03-10T00:56:30,4362.1,12021.9,526.5,16.3
2026-03-10T00:56:40,6177.2,10206.8,717.2,6.5
2026-03-10T00:56:50,6135.2,10248.8,882.9,43.0
2026-03-10T00:57:00,6035.2,10348.8,876.1,14.8
2026-03-10T00:57:10,6363.0,10021.0,924.1,27.5
2026-03-10T00:57:20,5160.9,11223.1,652.5,18.1
2026-03-10T00:57:30,6167.9,10216.1,688.8,72.1
2026-03-10T00:57:40,6111.9,10272.1,818.2,29.1
2026-03-10T00:57:50,5544.8,10839.2,839.8,64.0
2026-03-10T00:58:00,4336.1,12047.9,710.9,48.2
2026-03-10T00:58:10,4583.4,11800.6,688.2,46.3
2026-03-10T00:58:20,4910.4,11473.6,562.7,42.6
2026-03-10T00:58:30,4592.1,11791.9,614.4,37.1
2026-03-10T00:58:40,4717.5,11666.5,539.5,24.1
2026-03-10T00:58:50,4723.5,11660.5,530.5,43.4
2026-03-10T00:59:00,4839.0,11545.0,682.4,39.0
2026-03-10T00:59:10,6605.8,9778.2,778.5,60.6
2026-03-10T00:59:20,4828.8,11555.2,654.8,51.3
2026-03-10T00:59:30,6262.1,10121.9,815.5,53.9
2026-03-10T00:59:40,5718.9,10665.1,755.6,61.5
2026-03-10T00:59:50,5073.5,11310.5,634.1,30.2
2026-03-10T01:00:00,5059.3,11324.7,730.1,34.0
2026-03-10T01:00:10,5870.6,10513.4,704.8,12.3
2026-03-10T01:00:20,5326.9,11057.1,592.4,29.9
2026-03-10T01:00:30,5688.4,10695.6,724.5,12.6
2026-03-10T01:00:40,4495.9,11888.1,572.1,50.5
2026-03-10T01:00:50,4775.6,11608.4,479.7,22.0
2026-03-10T01:01:00,4580.6,11803.4,437.2,49.7
2026-03-10T01:01:10,6006.8,10377.2,747.6,57.2
2026-03-10T01:01:20,5737.4,10646.6,561.6,24.2
2026-03-10T01:01:30,5184.1,11199.9,707.8,50.4
2026-03-10T01:01:40,5632.3,10751.7,862.8,20.1
2026-03-10T01:01:50,5530.5,10853.5,561.1,50.6
2026-03-10T01:02:00,5525.7,10858.3,595.8,63.9
2026-03-10T01:02:10,4677.5,11706.5,642.1,18.8
2026-03-10T01:02:20,6145.2,10238.8,768.0,57.3
2026-03-10T01:02:30,5084.8,11299.2,707.3,50.7
2026-03-10T01:02:40,4958.3,11425.7,588.5,20.2
2026-03-10T01:02:50,4972.7,11411.3,581.5,57.2
2026-03-10T01:03:00,5636.7,10747.3,736.2,66.9
2026-03-10T01:03:10,5467.1,10916.9,662.1,24.6
2026-03-10T01:03:20,4362.9,12021.1,542.8,14.4
2026-03-10T01:03:30,4984.7,11399.3,617.4,34.0
2026-03-10T01:03:40,4922.1,11461.9,525.5,34.4
2026-03-10T01:03:50,5777.4,10606.6,863.6,5.1
2026-03-10T01:04:00,4860.7,11523.3,599.0,50.5
2026-03-10T01:04:10,5378.6,11005.4,682.4,45.8
2026-03-10T01:04:20,5507.4,10876.6,881.0,32.2
2026-03-10T01:04:30,4320.7,12063.3,645.5,4.3
2026-03-10T01:04:40,5005.8,11378.2,618.0,46.2
2026-03-10T01:04:50,5705.2,10678.8,883.6,29.3
2026-03-10T01:05:00,4410.3,11973.7,672.5,13.2
2026-03-10T01:05:10,6152.5,10231.5,886.9,61.3
2026-03-10T01:05:20,5521.6,10862.4,893.4,74.8
2026-03-10T01:05:30,5099.4,11284.6,625.8,16.0
2026-03-10T01:05:40,6563.9,9820.1,823.4,23.9
2026-03-10T01:05:50,6055.7,10328.3,888.3,48.8
2026-03-10T01:06:00,4508.6,11875.4,700.3,6.0
2026-03-10T01:06:10,6299.2,10084.8,939.4,9.1
2026-03-10T01:06:20,6510.7,9873.3,779.2,7.1
2026-03-10T01:06:30,5770.7,10613.3,819.8,44.9
2026-03-10T01:06:40,5426.7,10957.3,813.0,46.5
2026-03-10T01:06:50,4845.0,11539.0,556.1,20.7
2026-03-10T01:07:00,5776.2,10607.8,868.2,12.1
2026-03-10T01:07:10,5961.4,10422.6,816.5,12.8
2026-03-10T01:07:20,4701.0,11683.0,683.0,34.5
2026-03-10T01:07:30,4659.9,11724.1,560.4,6.2
2026-03-10T01:07:40,5452.4,10931.6,898.4,26.8
2026-03-10T01:07:50,4103.6,12280.4,407.3,47.4
2026-03-10T01:08:00,5831.4,10552.6,802.1,42.0
2026-03-10T01:08:10,5998.4,10385.6,828.1,22.1
2026-03-10T01:08:20,6540.9,9843.1,962.0,13.7
2026-03-10T01:08:30,4699.6,11684.4,632.2,50.1
2026-03-10T01:08:40,4947.3,11436.7,624.4,51.0
2026-03-10T01:08:50,4398.4,11985.6,480.1,12.8
2026-03-10T01:09:00,4929.2,11454.8,717.0,59.8
2026-03-10T01:09:10,4448.3,11935.7,543.1,25.8
2026-03-10T01:09:20,6496.0,9888.0,946.2,74.6
2026-03-10T01:09:30,6013.8,10370.2,701.0,13.7
2026-03-10T01:09:40,6093.7,10290.3,851.6,16.6
2026-03-10T01:09:50,5046.9,11337.1,615.4,48.4
2026-03-10T01:10:00,4566.4,11817.6,669.7,5.5
2026-03-10T01:10:10,5985.0,10399.0,596.0,14.4
2026-03-10T01:10:20,6487.0,9897.0,908.2,9.0
2026-03-10T01:10:30,4766.5,11617.5,758.6,44.9
2026-03-10T01:10:40,5927.7,10456.3,757.8,78.9
2026-03-10T01:10:50,5743.5,10640.5,857.1,55.7
2026-03-10T01:11:00,4388.8,11995.2,539.1,22.8
2026-03-10T01:11:10,5679.8,10704.2,877.6,45.5
2026-03-10T01:11:20,6705.9,9678.1,914.7,18.4
2026-03-10T01:11:30,6357.7,10026.3,702.2,11.0
2026-03-10T01:11:40,5395.1,10988.9,929.0,7.9
2026-03-10T01:11:50,4671.4,11712.6,567.6,17.9
2026-03-10T01:12:00,5336.3,11047.7,624.2,61.2
2026-03-10T01:12:10,5359.1,11024.9,766.7,47.5
2026-03-10T01:12:20,4337.6,12046.4,646.3,3.7
2026-03-10T01:12:30,4307.9,12076.1,521.4,20.5
2026-03-10T01:12:40,5460.0,10924.0,837.7,68.9
2026-03-10T01:12:50,5139.0,11245.0,695.3,33.0
2026-03-10T01:13:00,5461.7,10922.3,677.4,50.2
2026-03-10T01:13:10,6045.5,10338.5,877.8,21.3
2026-03-10T01:13:20,5143.5,11240.5,488.1,22.5
2026-03-10T01:13:30,5443.7,10940.3,703.6,15.7
2026-03-10T01:13:40,4504.0,11880.0,479.8,9.8
2026-03-10T01:13:50,5754.3,10629.7,926.0,32.5
2026-03-10T01:14:00,5328.1,11055.9,581.6,11.5
2026-03-10T01:14:10,5365.5,11018.5,624.8,42.6
2026-03-10T01:14:20,5913.6,10470.4,843.0,77.4
2026-03-10T01:14:30,4400.2,11983.8,603.8,6.5
2026-03-10T01:14:40,6505.6,9878.4,781.4,46.3
